LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN5117500000000,51,175,2018,"9,024","8,772",252,2.8,Southampton County, VA
CN5117700000000,51,177,2018,"66,032","64,026","2,006",3,Spotsylvania County, VA
CN5117900000000,51,179,2018,"70,084","68,014","2,070",3,Stafford County, VA
CN5118100000000,51,181,2018,"3,716","3,587",129,3.5,Surry County, VA
CN5118300000000,51,183,2018,"3,822","3,635",187,4.9,Sussex County, VA
CN5118500000000,51,185,2018,"15,905","15,207",698,4.4,Tazewell County, VA
CN5118700000000,51,187,2018,"20,094","19,479",615,3.1,Warren County, VA
CN5119100000000,51,191,2018,"26,683","25,785",898,3.4,Washington County, VA
CN5119300000000,51,193,2018,"9,367","9,026",341,3.6,Westmoreland County, VA
CN5119500000000,51,195,2018,"13,198","12,542",656,5,Wise County, VA
CN5119700000000,51,197,2018,"13,694","13,186",508,3.7,Wythe County, VA
CN5119900000000,51,199,2018,"32,590","31,681",909,2.8,York County, VA
CN5151000000000,51,510,2018,"100,409","98,154","2,255",2.2,Alexandria city, VA
CN5152000000000,51,520,2018,"7,316","7,045",271,3.7,Bristol city, VA
CN5153000000000,51,530,2018,"3,347","3,243",104,3.1,Buena Vista city, VA
CN5154000000000,51,540,2018,"26,014","25,352",662,2.5,Charlottesville city, VA
CN5155000000000,51,550,2018,"121,125","117,440","3,685",3,Chesapeake city, VA
CN5157000000000,51,570,2018,"8,779","8,490",289,3.3,Colonial Heights city, VA
CN5158000000000,51,580,2018,"2,401","2,290",111,4.6,Covington city, VA
CN5159000000000,51,590,2018,"19,579","18,590",989,5.1,Danville city, VA
CN5159500000000,51,595,2018,"2,342","2,231",111,4.7,Emporia city, VA
CN5160000000000,51,600,2018,"13,113","12,813",300,2.3,Fairfax city, VA
CN5161000000000,51,610,2018,"8,436","8,255",181,2.1,Falls Church city, VA
CN5162000000000,51,620,2018,"3,587","3,430",157,4.4,Franklin city, VA
CN5163000000000,51,630,2018,"13,690","13,214",476,3.5,Fredericksburg city, VA
CN5164000000000,51,640,2018,"2,946","2,844",102,3.5,Galax city, VA
CN5165000000000,51,650,2018,"64,378","61,782","2,596",4,Hampton city, VA
CN5166000000000,51,660,2018,"24,736","23,879",857,3.5,Harrisonburg city, VA
CN5167000000000,51,670,2018,"9,703","9,240",463,4.8,Hopewell city, VA
CN5167800000000,51,678,2018,"2,074","1,977",97,4.7,Lexington city, VA
CN5168000000000,51,680,2018,"35,927","34,490","1,437",4,Lynchburg city, VA
CN5168300000000,51,683,2018,"21,856","21,271",585,2.7,Manassas city, VA
CN5168500000000,51,685,2018,"8,944","8,702",242,2.7,Manassas Park city, VA
CN5169000000000,51,690,2018,"5,456","5,203",253,4.6,Martinsville city, VA
CN5170000000000,51,700,2018,"88,872","85,665","3,207",3.6,Newport News city, VA
CN5171000000000,51,710,2018,"111,524","107,496","4,028",3.6,Norfolk city, VA
CN5172000000000,51,720,2018,"1,659","1,594",65,3.9,Norton city, VA
CN5173000000000,51,730,2018,"13,120","12,322",798,6.1,Petersburg city, VA
CN5173500000000,51,735,2018,"6,288","6,119",169,2.7,Poquoson city, VA
CN5174000000000,51,740,2018,"44,095","42,303","1,792",4.1,Portsmouth city, VA
CN5175000000000,51,750,2018,"8,301","7,993",308,3.7,Radford city, VA
CN5176000000000,51,760,2018,"117,259","113,125","4,134",3.5,Richmond city, VA
CN5177000000000,51,770,2018,"48,774","47,199","1,575",3.2,Roanoke city, VA
CN5177500000000,51,775,2018,"12,993","12,610",383,2.9,Salem city, VA
CN5179000000000,51,790,2018,"11,920","11,578",342,2.9,Staunton city, VA
CN5180000000000,51,800,2018,"44,014","42,595","1,419",3.2,Suffolk city, VA
CN5181000000000,51,810,2018,"232,342","225,695","6,647",2.9,Virginia Beach city, VA
CN5182000000000,51,820,2018,"10,461","10,123",338,3.2,Waynesboro city, VA
CN5183000000000,51,830,2018,"6,729","6,458",271,4,Williamsburg city, VA
CN5184000000000,51,840,2018,"14,588","14,161",427,2.9,Winchester city, VA
CN5000100000000,50,1,2018,"20,782","20,248",534,2.6,Addison County, VT
CN5000300000000,50,3,2018,"18,308","17,732",576,3.1,Bennington County, VT
CN5000500000000,50,5,2018,"14,770","14,289",481,3.3,Caledonia County, VT
CN5000700000000,50,7,2018,"96,716","94,732","1,984",2.1,Chittenden County, VT
CN5000900000000,50,9,2018,"2,698","2,600",98,3.6,Essex County, VT
CN5001100000000,50,11,2018,"27,610","26,913",697,2.5,Franklin County, VT
CN5001300000000,50,13,2018,"4,054","3,925",129,3.2,Grand Isle County, VT
CN5001500000000,50,15,2018,"14,071","13,576",495,3.5,Lamoille County, VT
CN5001700000000,50,17,2018,"15,980","15,554",426,2.7,Orange County, VT
CN5001900000000,50,19,2018,"13,612","13,008",604,4.4,Orleans County, VT
CN5002100000000,50,21,2018,"31,142","30,167",975,3.1,Rutland County, VT
CN5002300000000,50,23,2018,"34,497","33,601",896,2.6,Washington County, VT
CN5002500000000,50,25,2018,"22,643","21,997",646,2.9,Windham County, VT
CN5002700000000,50,27,2018,"29,178","28,496",682,2.3,Windsor County, VT
CN5300100000000,53,1,2018,"9,479","8,968",511,5.4,Adams County, WA
CN5300300000000,53,3,2018,"10,153","9,711",442,4.4,Asotin County, WA
CN5300500000000,53,5,2018,"99,084","93,924","5,160",5.2,Benton County, WA
CN5300700000000,53,7,2018,"45,580","43,517","2,063",4.5,Chelan County, WA
CN5300900000000,53,9,2018,"28,030","26,240","1,790",6.4,Clallam County, WA
CN5301100000000,53,11,2018,"230,353","219,230","11,123",4.8,Clark County, WA
CN5301300000000,53,13,2018,"1,789","1,689",100,5.6,Columbia County, WA
CN5301500000000,53,15,2018,"45,923","43,194","2,729",5.9,Cowlitz County, WA
CN5301700000000,53,17,2018,"21,603","20,452","1,151",5.3,Douglas County, WA
CN5301900000000,53,19,2018,"2,488","2,196",292,11.7,Ferry County, WA
CN5302100000000,53,21,2018,"41,496","38,981","2,515",6.1,Franklin County, WA
CN5302300000000,53,23,2018,901,849,52,5.8,Garfield County, WA
CN5302500000000,53,25,2018,"46,386","43,492","2,894",6.2,Grant County, WA
CN5302700000000,53,27,2018,"28,109","26,217","1,892",6.7,Grays Harbor County, WA
CN5302900000000,53,29,2018,"34,628","32,818","1,810",5.2,Island County, WA
CN5303100000000,53,31,2018,"12,156","11,448",708,5.8,Jefferson County, WA
CN5303300000000,53,33,2018,"1,258,687","1,215,220","43,467",3.5,King County, WA
CN5303500000000,53,35,2018,"122,885","117,172","5,713",4.6,Kitsap County, WA
CN5303700000000,53,37,2018,"22,541","21,351","1,190",5.3,Kittitas County, WA
CN5303900000000,53,39,2018,"10,076","9,503",573,5.7,Klickitat County, WA
CN5304100000000,53,41,2018,"33,752","31,630","2,122",6.3,Lewis County, WA
CN5304300000000,53,43,2018,"5,069","4,823",246,4.9,Lincoln County, WA
CN5304500000000,53,45,2018,"24,274","22,743","1,531",6.3,Mason County, WA
CN5304700000000,53,47,2018,"20,808","19,477","1,331",6.4,Okanogan County, WA
CN5304900000000,53,49,2018,"8,403","7,825",578,6.9,Pacific County, WA
CN5305100000000,53,51,2018,"4,812","4,467",345,7.2,Pend Oreille County, WA
CN5305300000000,53,53,2018,"424,137","402,190","21,947",5.2,Pierce County, WA
CN5305500000000,53,55,2018,"8,160","7,839",321,3.9,San Juan County, WA
CN5305700000000,53,57,2018,"60,278","57,152","3,126",5.2,Skagit County, WA
CN5305900000000,53,59,2018,"5,335","5,036",299,5.6,Skamania County, WA
CN5306100000000,53,61,2018,"430,470","414,289","16,181",3.8,Snohomish County, WA
CN5306300000000,53,63,2018,"244,056","231,302","12,754",5.2,Spokane County, WA
CN5306500000000,53,65,2018,"18,379","17,070","1,309",7.1,Stevens County, WA
CN5306700000000,53,67,2018,"137,697","131,144","6,553",4.8,Thurston County, WA
CN5306900000000,53,69,2018,"1,317","1,231",86,6.5,Wahkiakum County, WA
CN5307100000000,53,71,2018,"29,270","27,887","1,383",4.7,Walla Walla County, WA
CN5307300000000,53,73,2018,"111,670","106,375","5,295",4.7,Whatcom County, WA
CN5307500000000,53,75,2018,"23,685","22,660","1,025",4.3,Whitman County, WA
CN5307700000000,53,77,2018,"129,176","120,986","8,190",6.3,Yakima County, WA
CN5500100000000,55,1,2018,"8,209","7,822",387,4.7,Adams County, WI
CN5500300000000,55,3,2018,"7,910","7,572",338,4.3,Ashland County, WI
CN5500500000000,55,5,2018,"25,058","24,210",848,3.4,Barron County, WI
CN5500700000000,55,7,2018,"7,612","7,239",373,4.9,Bayfield County, WI
CN5500900000000,55,9,2018,"143,673","139,748","3,925",2.7,Brown County, WI
CN5501100000000,55,11,2018,"6,652","6,423",229,3.4,Buffalo County, WI
CN5501300000000,55,13,2018,"7,332","6,993",339,4.6,Burnett County, WI
CN5501500000000,55,15,2018,"27,919","27,204",715,2.6,Calumet County, WI
CN5501700000000,55,17,2018,"33,580","32,477","1,103",3.3,Chippewa County, WI
CN5501900000000,55,19,2018,"18,169","17,645",524,2.9,Clark County, WI
CN5502100000000,55,21,2018,"31,806","30,950",856,2.7,Columbia County, WI
CN5502300000000,55,23,2018,"7,874","7,583",291,3.7,Crawford County, WI
CN5502500000000,55,25,2018,"320,589","313,451","7,138",2.2,Dane County, WI
CN5502700000000,55,27,2018,"48,227","46,962","1,265",2.6,Dodge County, WI
CN5502900000000,55,29,2018,"15,499","14,940",559,3.6,Door County, WI
CN5503100000000,55,31,2018,"23,315","22,387",928,4,Douglas County, WI
CN5503300000000,55,33,2018,"24,449","23,703",746,3.1,Dunn County, WI
CN5503500000000,55,35,2018,"59,280","57,735","1,545",2.6,Eau Claire County, WI
CN5503700000000,55,37,2018,"2,274","2,186",88,3.9,Florence County, WI
CN5503900000000,55,39,2018,"57,658","56,139","1,519",2.6,Fond du Lac County, WI
CN5504100000000,55,41,2018,"3,998","3,806",192,4.8,Forest County, WI
CN5504300000000,55,43,2018,"28,492","27,682",810,2.8,Grant County, WI
CN5504500000000,55,45,2018,"21,282","20,739",543,2.6,Green County, WI
CN5504700000000,55,47,2018,"9,773","9,448",325,3.3,Green Lake County, WI
CN5504900000000,55,49,2018,"13,933","13,570",363,2.6,Iowa County, WI
CN5505100000000,55,51,2018,"2,584","2,434",150,5.8,Iron County, WI
CN5505300000000,55,53,2018,"10,679","10,347",332,3.1,Jackson County, WI
CN5505500000000,55,55,2018,"46,319","44,991","1,328",2.9,Jefferson County, WI
CN5505700000000,55,57,2018,"13,567","13,151",416,3.1,Juneau County, WI
CN5505900000000,55,59,2018,"89,687","86,523","3,164",3.5,Kenosha County, WI
CN5506100000000,55,61,2018,"11,370","11,043",327,2.9,Kewaunee County, WI
CN5506300000000,55,63,2018,"67,261","65,495","1,766",2.6,La Crosse County, WI
CN5506500000000,55,65,2018,"10,286","10,050",236,2.3,Lafayette County, WI
CN5506700000000,55,67,2018,"9,522","9,145",377,4,Langlade County, WI
CN5506900000000,55,69,2018,"15,363","14,877",486,3.2,Lincoln County, WI
CN5507100000000,55,71,2018,"41,426","40,138","1,288",3.1,Manitowoc County, WI
CN5507300000000,55,73,2018,"74,073","72,098","1,975",2.7,Marathon County, WI
CN5507500000000,55,75,2018,"19,716","18,925",791,4,Marinette County, WI
CN5507700000000,55,77,2018,"7,738","7,464",274,3.5,Marquette County, WI
CN5507800000000,55,78,2018,"1,619","1,527",92,5.7,Menominee County, WI
CN5507900000000,55,79,2018,"472,701","455,544","17,157",3.6,Milwaukee County, WI
CN5508100000000,55,81,2018,"23,664","23,020",644,2.7,Monroe County, WI
CN5508300000000,55,83,2018,"20,868","20,179",689,3.3,Oconto County, WI
CN5508500000000,55,85,2018,"18,233","17,578",655,3.6,Oneida County, WI
CN5508700000000,55,87,2018,"103,628","100,730","2,898",2.8,Outagamie County, WI
CN5508900000000,55,89,2018,"49,109","47,869","1,240",2.5,Ozaukee County, WI
CN5509100000000,55,91,2018,"4,252","4,113",139,3.3,Pepin County, WI
CN5509300000000,55,93,2018,"25,310","24,503",807,3.2,Pierce County, WI
CN5509500000000,55,95,2018,"24,691","23,775",916,3.7,Polk County, WI
CN5509700000000,55,97,2018,"39,282","38,102","1,180",3,Portage County, WI
CN5509900000000,55,99,2018,"6,673","6,426",247,3.7,Price County, WI
CN5510100000000,55,101,2018,"99,570","95,970","3,600",3.6,Racine County, WI
CN5510300000000,55,103,2018,"9,333","9,084",249,2.7,Richland County, WI
CN5510500000000,55,105,2018,"85,397","82,631","2,766",3.2,Rock County, WI
CN5510700000000,55,107,2018,"6,994","6,715",279,4,Rusk County, WI
CN5510900000000,55,109,2018,"50,379","48,851","1,528",3,St. Croix County, WI
CN5511100000000,55,111,2018,"35,680","34,765",915,2.6,Sauk County, WI
CN5511300000000,55,113,2018,"8,004","7,659",345,4.3,Sawyer County, WI
CN5511500000000,55,115,2018,"21,599","20,948",651,3,Shawano County, WI
CN5511700000000,55,117,2018,"62,903","61,332","1,571",2.5,Sheboygan County, WI
CN5511900000000,55,119,2018,"11,091","10,745",346,3.1,Taylor County, WI
CN5512100000000,55,121,2018,"16,424","15,955",469,2.9,Trempealeau County, WI
CN5512300000000,55,123,2018,"15,559","15,111",448,2.9,Vernon County, WI
CN5512500000000,55,125,2018,"10,182","9,780",402,3.9,Vilas County, WI
CN5512700000000,55,127,2018,"58,515","56,807","1,708",2.9,Walworth County, WI
CN5512900000000,55,129,2018,"7,944","7,636",308,3.9,Washburn County, WI
CN5513100000000,55,131,2018,"77,606","75,630","1,976",2.5,Washington County, WI
CN5513300000000,55,133,2018,"225,432","219,447","5,985",2.7,Waukesha County, WI
CN5513500000000,55,135,2018,"26,377","25,597",780,3,Waupaca County, WI
CN5513700000000,55,137,2018,"11,675","11,269",406,3.5,Waushara County, WI
CN5513900000000,55,139,2018,"92,956","90,432","2,524",2.7,Winnebago County, WI
CN5514100000000,55,141,2018,"35,497","34,270","1,227",3.5,Wood County, WI
CN5400100000000,54,1,2018,"6,816","6,407",409,6,Barbour County, WV
CN5400300000000,54,3,2018,"56,576","54,264","2,312",4.1,Berkeley County, WV
CN5400500000000,54,5,2018,"7,452","6,994",458,6.1,Boone County, WV
CN5400700000000,54,7,2018,"5,085","4,727",358,7,Braxton County, WV
CN5400900000000,54,9,2018,"9,822","9,219",603,6.1,Brooke County, WV
CN5401100000000,54,11,2018,"41,287","39,332","1,955",4.7,Cabell County, WV
CN5401300000000,54,13,2018,"2,417","2,165",252,10.4,Calhoun County, WV
CN5401500000000,54,15,2018,"3,113","2,850",263,8.4,Clay County, WV
CN5401700000000,54,17,2018,"3,968","3,810",158,4,Doddridge County, WV
CN5401900000000,54,19,2018,"15,785","14,770","1,015",6.4,Fayette County, WV
CN5402100000000,54,21,2018,"2,379","2,229",150,6.3,Gilmer County, WV
CN5402300000000,54,23,2018,"5,799","5,470",329,5.7,Grant County, WV
CN5402500000000,54,25,2018,"15,611","14,811",800,5.1,Greenbrier County, WV
CN5402700000000,54,27,2018,"10,509","10,063",446,4.2,Hampshire County, WV
CN5402900000000,54,29,2018,"12,846","12,088",758,5.9,Hancock County, WV
CN5403100000000,54,31,2018,"5,738","5,420",318,5.5,Hardy County, WV
CN5403300000000,54,33,2018,"34,132","32,590","1,542",4.5,Harrison County, WV
CN5403500000000,54,35,2018,"16,374","15,725",649,4,Jackson County, WV
CN5403700000000,54,37,2018,"29,579","28,596",983,3.3,Jefferson County, WV
CN5403900000000,54,39,2018,"82,263","78,000","4,263",5.2,Kanawha County, WV
CN5404100000000,54,41,2018,"6,560","6,187",373,5.7,Lewis County, WV
CN5404300000000,54,43,2018,"7,112","6,618",494,6.9,Lincoln County, WV
CN5404500000000,54,45,2018,"10,624","9,878",746,7,Logan County, WV
CN5404700000000,54,47,2018,"4,470","4,048",422,9.4,McDowell County, WV
CN5404900000000,54,49,2018,"25,169","23,730","1,439",5.7,Marion County, WV
CN5405100000000,54,51,2018,"14,237","13,413",824,5.8,Marshall County, WV
CN5405300000000,54,53,2018,"9,832","9,139",693,7,Mason County, WV
CN5405500000000,54,55,2018,"20,928","19,608","1,320",6.3,Mercer County, WV
CN5405700000000,54,57,2018,"12,262","11,586",676,5.5,Mineral County, WV
CN5405900000000,54,59,2018,"6,881","6,361",520,7.6,Mingo County, WV
CN5406100000000,54,61,2018,"53,305","51,127","2,178",4.1,Monongalia County, WV
CN5406300000000,54,63,2018,"5,777","5,500",277,4.8,Monroe County, WV
CN5406500000000,54,65,2018,"7,943","7,602",341,4.3,Morgan County, WV
CN5406700000000,54,67,2018,"9,309","8,709",600,6.4,Nicholas County, WV
CN5406900000000,54,69,2018,"21,331","20,349",982,4.6,Ohio County, WV
CN5407100000000,54,71,2018,"3,501","3,369",132,3.8,Pendleton County, WV
CN5407300000000,54,73,2018,"2,750","2,574",176,6.4,Pleasants County, WV
CN5407500000000,54,75,2018,"3,768","3,533",235,6.2,Pocahontas County, WV
CN5407700000000,54,77,2018,"15,341","14,539",802,5.2,Preston County, WV
CN5407900000000,54,79,2018,"26,118","24,829","1,289",4.9,Putnam County, WV
CN5408100000000,54,81,2018,"29,465","27,908","1,557",5.3,Raleigh County, WV
CN5408300000000,54,83,2018,"11,987","11,324",663,5.5,Randolph County, WV
CN5408500000000,54,85,2018,"4,326","4,096",230,5.3,Ritchie County, WV
CN5408700000000,54,87,2018,"4,924","4,535",389,7.9,Roane County, WV
CN5408900000000,54,89,2018,"4,198","3,940",258,6.1,Summers County, WV
CN5409100000000,54,91,2018,"7,794","7,417",377,4.8,Taylor County, WV
CN5409300000000,54,93,2018,"3,327","3,145",182,5.5,Tucker County, WV
CN5409500000000,54,95,2018,"3,072","2,846",226,7.4,Tyler County, WV
CN5409700000000,54,97,2018,"9,373","8,836",537,5.7,Upshur County, WV
CN5409900000000,54,99,2018,"15,503","14,572",931,6,Wayne County, WV
CN5410100000000,54,101,2018,"3,175","2,974",201,6.3,Webster County, WV
CN5410300000000,54,103,2018,"6,548","6,075",473,7.2,Wetzel County, WV
CN5410500000000,54,105,2018,"2,171","2,018",153,7,Wirt County, WV
CN5410700000000,54,107,2018,"35,936","33,962","1,974",5.5,Wood County, WV
CN5410900000000,54,109,2018,"6,783","6,304",479,7.1,Wyoming County, WV
CN5600100000000,56,1,2018,"20,307","19,639",668,3.3,Albany County, WY
CN5600300000000,56,3,2018,"5,257","5,011",246,4.7,Big Horn County, WY
CN5600500000000,56,5,2018,"22,821","21,883",938,4.1,Campbell County, WY
CN5600700000000,56,7,2018,"7,786","7,491",295,3.8,Carbon County, WY
CN5600900000000,56,9,2018,"7,554","7,276",278,3.7,Converse County, WY
CN5601100000000,56,11,2018,"3,696","3,577",119,3.2,Crook County, WY
CN5601300000000,56,13,2018,"18,865","17,880",985,5.2,Fremont County, WY
CN5601500000000,56,15,2018,"6,830","6,604",226,3.3,Goshen County, WY
CN5601700000000,56,17,2018,"2,208","2,126",82,3.7,Hot Springs County, WY
CN5601900000000,56,19,2018,"4,211","4,043",168,4,Johnson County, WY
CN5602100000000,56,21,2018,"47,682","45,835","1,847",3.9,Laramie County, WY
CN5602300000000,56,23,2018,"8,711","8,379",332,3.8,Lincoln County, WY
CN5602500000000,56,25,2018,"39,059","37,246","1,813",4.6,Natrona County, WY
CN5602700000000,56,27,2018,"1,275","1,239",36,2.8,Niobrara County, WY
CN5602900000000,56,29,2018,"15,567","14,886",681,4.4,Park County, WY
